NUTS level,NUTS code,Region name,Transaction code,Transaction,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NUTS3,UKE12,East Riding of Yorkshire,B.5g,Balance of primary incomes,11867,12224,13147,13483,13679,14444,15074,15936,16701,17391,18135,18076,17576,17868,18167,18048,18250,18633,19502,19683,20167,21380
NUTS3,UKE12,East Riding of Yorkshire,D.61/D.62,Imputed social contributions/Social benefits received,2792,2864,2954,3184,3068,3220,3408,3563,3777,4085,4261,4588,5099,5296,5425,5553,5559,5634,5925,5968,6238,6416
NUTS3,UKE12,East Riding of Yorkshire,D.7,"Other current transfers, received",338,423,419,490,476,474,434,467,435,444,543,494,471,611,671,692,730,630,642,633,671,682
NUTS3,UKE12,East Riding of Yorkshire,NA,Secondary resources total,3130,3288,3373,3674,3544,3693,3842,4029,4212,4529,4804,5082,5570,5907,6096,6245,6288,6264,6567,6601,6909,7098
NUTS3,UKE12,East Riding of Yorkshire,D.5,"Current taxes on income, wealth etc",1433,1670,1711,1784,1912,2022,2151,2292,2456,2572,2734,2881,2746,2679,2731,2571,2586,2558,2650,2696,2919,3102
NUTS3,UKE12,East Riding of Yorkshire,D.61/D.62,Social contributions/Social benefits paid,2411,2426,2503,2680,2704,2997,3142,3403,3589,3864,4194,4130,3797,4134,4135,4015,3964,4043,4075,4242,4057,4147
NUTS3,UKE12,East Riding of Yorkshire,D.7,"Other current transfers, paid",403,498,492,569,561,577,559,610,589,599,690,661,670,837,864,841,915,824,842,852,889,879
NUTS3,UKE12,East Riding of Yorkshire,NA,Secondary uses total,4247,4593,4705,5033,5177,5595,5853,6305,6634,7035,7618,7671,7213,7650,7730,7427,7465,7425,7567,7790,7865,8128
NUTS3,UKE12,East Riding of Yorkshire,NA,Balance of secondary income,-1117,-1306,-1333,-1359,-1633,-1902,-2011,-2276,-2423,-2506,-2814,-2589,-1643,-1743,-1634,-1182,-1177,-1160,-1000,-1189,-955,-1030
NUTS3,UKE12,East Riding of Yorkshire,B.6g,Gross Disposable Income,10751,10918,11814,12123,12046,12542,13063,13660,14278,14885,15322,15487,15933,16125,16533,16866,17073,17472,18503,18494,19211,20350
NUTS3,UKE13,North and North East Lincolnshire,B.2g,Operating surplus,1295,1339,1418,1417,1405,1345,1304,1358,1420,1426,1544,1562,1420,1355,1408,1481,1409,1497,1543,1587,1655,1718
NUTS3,UKE13,North and North East Lincolnshire,B.3g,Mixed income,749,744,783,758,768,787,778,793,835,879,888,886,884,927,955,979,1016,1083,1098,1090,1144,1186
NUTS3,UKE13,North and North East Lincolnshire,D.1,Compensation of employees,6672,7137,7462,7823,8297,8524,9070,9504,9633,10158,10733,10770,10329,10436,10797,10849,11177,11250,11372,11716,12037,12432
NUTS3,UKE13,North and North East Lincolnshire,D.4,"Property income, received",2123,2134,1971,2410,2247,2318,2401,2469,2581,2613,3132,3061,2416,2455,2424,2038,2042,2319,2325,2326,2110,2206
NUTS3,UKE13,North and North East Lincolnshire,NA,Primary resources total,10839,11355,11634,12407,12718,12974,13553,14125,14468,15075,16296,16278,15048,15172,15583,15347,15644,16150,16338,16719,16945,17542
NUTS3,UKE13,North and North East Lincolnshire,D.4,"Property income, paid",438,481,461,534,490,430,421,565,686,686,890,1029,298,223,253,300,215,288,285,293,223,276
NUTS3,UKE13,North and North East Lincolnshire,NA,Primary uses total,438,481,461,534,490,430,421,565,686,686,890,1029,298,223,253,300,215,288,285,293,223,276
NUTS3,UKE13,North and North East Lincolnshire,B.5g,Balance of primary incomes,10401,10874,11173,11873,12228,12544,13132,13559,13782,14389,15406,15248,14750,14949,15330,15047,15428,15861,16053,16426,16723,17266
NUTS3,UKE13,North and North East Lincolnshire,D.61/D.62,Imputed social contributions/Social benefits received,2477,2530,2636,2698,2826,2970,3284,3492,3605,3862,4091,4194,4411,4617,4871,5084,5004,4948,5083,5180,5311,5472
NUTS3,UKE13,North and North East Lincolnshire,D.7,"Other current transfers, received",292,363,362,424,418,411,374,402,373,383,474,428,409,522,576,606,633,555,564,556,598,610
NUTS3,UKE13,North and North East Lincolnshire,NA,Secondary resources total,2769,2893,2998,3122,3244,3381,3658,3894,3977,4245,4564,4622,4820,5139,5446,5690,5637,5503,5647,5736,5909,6082
NUTS3,UKE13,North and North East Lincolnshire,D.5,"Current taxes on income, wealth etc",1304,1506,1598,1685,1787,1793,1887,1993,2051,2193,2281,2342,2154,2102,2168,2119,2121,2100,2149,2165,2188,2301
NUTS3,UKE13,North and North East Lincolnshire,D.61/D.62,Social contributions/Social benefits paid,2241,2259,2275,2557,2604,2703,3104,3229,3229,3540,3957,3807,3588,3883,3937,3607,3756,3837,3593,3840,3760,3702
NUTS3,UKE13,North and North East Lincolnshire,D.7,"Other current transfers, paid",353,433,431,498,498,509,494,539,521,532,615,589,601,741,762,747,809,739,754,764,804,796
NUTS3,UKE13,North and North East Lincolnshire,NA,Secondary uses total,3898,4198,4304,4741,4890,5005,5485,5761,5802,6265,6853,6738,6343,6725,6867,6472,6687,6677,6497,6769,6752,6799
NUTS3,UKE13,North and North East Lincolnshire,NA,Balance of secondary income,-1129,-1305,-1306,-1619,-1646,-1624,-1827,-1867,-1825,-2020,-2289,-2116,-1522,-1587,-1421,-782,-1050,-1174,-849,-1033,-843,-717
NUTS3,UKE13,North and North East Lincolnshire,B.6g,Gross Disposable Income,9272,9568,9867,10254,10581,10920,11305,11692,11958,12369,13117,13132,13228,13363,13909,14266,14378,14687,15204,15393,15879,16549
NUTS2,UKE2,North Yorkshire,B.2g,Operating surplus,2025,2116,2194,2347,2499,2621,2724,2614,2589,2444,2622,2620,2247,2168,2359,2459,2355,2426,2561,2705,2829,2937
NUTS2,UKE2,North Yorkshire,B.3g,Mixed income,1172,1316,1230,1205,1259,1343,1374,1418,1508,1588,1589,1613,1660,1693,1752,1767,1806,1903,1949,1926,1969,2022
NUTS2,UKE2,North Yorkshire,D.1,Compensation of employees,7163,7678,8112,8579,9160,9542,9970,10453,11025,11862,12296,12407,12446,12445,12520,12924,13092,12943,13257,13699,13997,14541
NUTS2,UKE2,North Yorkshire,D.4,"Property income, received",3157,3475,3264,3348,3044,3104,3094,3461,3862,3956,4489,4804,3934,3804,3693,3591,3586,3967,4309,3986,3787,4226
NUTS2,UKE2,North Yorkshire,NA,Primary resources total,13517,14586,14801,15478,15962,16609,17163,17946,18984,19851,20996,21445,20288,20110,20324,20742,20839,21239,22076,22316,22581,23726
NUTS2,UKE2,North Yorkshire,D.4,"Property income, paid",685,760,714,885,872,839,880,1088,1252,1176,1511,1727,473,358,425,499,360,468,473,499,381,474
NUTS2,UKE2,North Yorkshire,NA,Primary uses total,685,760,714,885,872,839,880,1088,1252,1176,1511,1727,473,358,425,499,360,468,473,499,381,474
NUTS2,UKE2,North Yorkshire,B.5g,Balance of primary incomes,12832,13825,14087,14593,15090,15770,16283,16858,17733,18675,19485,19718,19815,19752,19899,20243,20479,20772,21603,21817,22200,23252
NUTS2,UKE2,North Yorkshire,D.61/D.62,Imputed social contributions/Social benefits received,2600,2664,2783,2873,3047,3258,3438,3549,3749,4043,4258,4496,4875,5093,5202,5577,5694,5703,5913,6028,6193,6335
NUTS2,UKE2,North Yorkshire,D.7,"Other current transfers, received",354,450,442,517,500,497,454,482,449,460,562,511,492,636,691,712,755,647,654,647,669,675
NUTS2,UKE2,North Yorkshire,NA,Secondary resources total,2955,3115,3225,3389,3547,3755,3893,4030,4199,4503,4820,5007,5367,5729,5894,6289,6449,6350,6567,6675,6862,7011
NUTS2,UKE2,North Yorkshire,D.5,"Current taxes on income, wealth etc",1507,1771,1899,2022,2186,2248,2333,2496,2643,2861,3024,3122,3090,2995,3044,3062,3041,2943,3017,3170,3287,3325
NUTS2,UKE2,North Yorkshire,D.61/D.62,Social contributions/Social benefits paid,2482,2602,2507,2772,2840,3084,3292,3554,3718,3903,4140,4188,3975,4314,4179,4231,4195,4245,4217,4388,4323,4368
NUTS2,UKE2,North Yorkshire,D.7,"Other current transfers, paid",418,524,515,595,584,600,579,624,603,615,708,678,690,861,884,860,939,839,853,865,886,872
NUTS2,UKE2,North Yorkshire,NA,Secondary uses total,4407,4898,4922,5389,5611,5931,6204,6674,6965,7379,7873,7988,7755,8170,8107,8154,8174,8027,8088,8423,8496,8565
NUTS2,UKE2,North Yorkshire,NA,Balance of secondary income,-1453,-1783,-1697,-1999,-2064,-2176,-2311,-2643,-2766,-2876,-3053,-2980,-2388,-2442,-2213,-1865,-1725,-1678,-1521,-1748,-1634,-1554
NUTS2,UKE2,North Yorkshire,B.6g,Gross Disposable Income,11379,12042,12390,12594,13026,13594,13971,14214,14967,15799,16432,16737,17427,17310,17686,18378,18754,19094,20082,20069,20566,21698
NUTS3,UKE21,York,B.2g,Operating surplus,1857,1933,2005,2231,2457,2623,2714,2449,2400,2271,2442,2410,2073,1963,2122,2250,2164,2249,2435,2585,2713,2822
NUTS3,UKE21,York,B.3g,Mixed income,905,1010,1126,1066,1098,1165,1175,1161,1209,1289,1323,1346,1366,1394,1444,1482,1517,1592,1645,1641,1704,1748
NUTS3,UKE21,York,D.1,Compensation of employees,7526,8305,9181,9582,10327,10571,10721,10951,10979,11720,12568,12365,12105,12365,12312,12879,13259,13820,14105,14034,14616,14918
NUTS3,UKE21,York,D.4,"Property income, received",2252,2438,2379,2612,2391,2556,2372,2776,3087,3138,3486,3761,3142,2936,2906,2691,2665,3140,3101,3085,2933,3321
NUTS3,UKE21,York,NA,Primary resources total,12539,13686,14691,15491,16273,16915,16982,17336,17676,18418,19818,19883,18686,18658,18784,19303,19604,20802,21287,21344,21966,22809
NUTS3,UKE21,York,D.4,"Property income, paid",628,694,652,841,856,838,875,1018,1159,1091,1406,1588,435,323,381,455,330,433,449,476,363,452
NUTS3,UKE21,York,NA,Primary uses total,628,694,652,841,856,838,875,1018,1159,1091,1406,1588,435,323,381,455,330,433,449,476,363,452
NUTS3,UKE21,York,B.5g,Balance of primary incomes,11911,12992,14039,14651,15417,16077,16107,16318,16517,17326,18412,18295,18251,18335,18403,18848,19275,20369,20838,20869,21603,22357
NUTS3,UKE21,York,D.61/D.62,Imputed social contributions/Social benefits received,2624,2660,2775,2860,2916,3009,3280,3257,3420,3687,3913,4126,4441,4632,4623,4991,5066,5048,4971,5098,5361,5517
NUTS3,UKE21,York,D.7,"Other current transfers, received",325,407,401,473,461,460,414,433,402,412,508,456,435,554,602,631,664,573,575,569,596,598
NUTS3,UKE21,York,NA,Secondary resources total,2948,3067,3177,3333,3377,3469,3694,3691,3821,4099,4420,4582,4875,5186,5225,5622,5730,5621,5547,5667,5957,6115
NUTS3,UKE21,York,D.5,"Current taxes on income, wealth etc",1551,1830,2025,2136,2376,2368,2354,2609,2520,2581,2907,2840,2642,2665,2592,2745,2902,3034,3029,3021,3207,3207
NUTS3,UKE21,York,D.61/D.62,Social contributions/Social benefits paid,2418,2569,2734,2958,3010,3213,3381,3675,3783,4136,4291,4350,4231,4406,4335,4349,4296,4610,4305,4428,4599,4688
NUTS3,UKE21,York,D.7,"Other current transfers, paid",390,483,476,553,548,565,543,580,560,572,659,627,636,783,797,782,852,769,778,790,816,799
NUTS3,UKE21,York,NA,Secondary uses total,4359,4881,5235,5647,5934,6146,6277,6864,6863,7289,7858,7817,7508,7853,7725,7875,8050,8412,8112,8239,8622,8695
NUTS3,UKE21,York,NA,Balance of secondary income,-1411,-1814,-2058,-2315,-2557,-2677,-2583,-3173,-3041,-3189,-3437,-3235,-2633,-2667,-2500,-2253,-2320,-2791,-2566,-2572,-2665,-2580
NUTS3,UKE21,York,B.6g,Gross Disposable Income,10500,11178,11981,12336,12860,13399,13523,13145,13476,14137,14975,15060,15618,15667,15903,16594,16955,17578,18272,18297,18937,19777
NUTS3,UKE22,North Yorkshire CC,B.2g,Operating surplus,2078,2173,2254,2383,2512,2620,2728,2667,2650,2500,2680,2688,2303,2234,2437,2529,2419,2486,2604,2746,2868,2976
NUTS3,UKE22,North Yorkshire CC,B.3g,Mixed income,1256,1413,1263,1248,1311,1400,1438,1501,1604,1684,1674,1699,1755,1790,1853,1861,1902,2007,2053,2023,2059,2116
NUTS3,UKE22,North Yorkshire CC,D.1,Compensation of employees,7049,7481,7776,8262,8789,9215,9730,10293,11040,11908,12209,12421,12557,12471,12588,12939,13036,12648,12969,13585,13786,14413
NUTS3,UKE22,North Yorkshire CC,D.4,"Property income, received",3443,3803,3542,3581,3251,3278,3325,3681,4111,4219,4811,5139,4190,4086,3952,3889,3894,4245,4719,4292,4077,4535
NUTS3,UKE22,North Yorkshire CC,NA,Primary resources total,13826,14870,14835,15474,15863,16512,17221,18143,19406,20312,21374,21946,20804,20582,20831,21217,21251,21386,22345,22646,22791,24039
NUTS3,UKE22,North Yorkshire CC,D.4,"Property income, paid",703,781,733,899,877,839,882,1111,1282,1203,1544,1772,484,369,440,513,370,479,482,508,388,481
NUTS3,UKE22,North Yorkshire CC,NA,Primary uses total,703,781,733,899,877,839,882,1111,1282,1203,1544,1772,484,369,440,513,370,479,482,508,388,481
NUTS3,UKE22,North Yorkshire CC,B.5g,Balance of primary incomes,13122,14088,14102,14575,14986,15673,16339,17031,18124,19109,19830,20174,20320,20214,20391,20704,20881,20907,21863,22139,22403,23558
NUTS3,UKE22,North Yorkshire CC,D.61/D.62,Imputed social contributions/Social benefits received,2593,2666,2786,2877,3089,3337,3489,3642,3855,4158,4369,4615,5016,5243,5393,5770,5904,5924,6232,6344,6476,6615
NUTS3,UKE22,North Yorkshire CC,D.7,"Other current transfers, received",364,464,455,530,512,509,467,498,465,475,579,529,510,662,721,739,785,672,681,674,694,702
NUTS3,UKE22,North Yorkshire CC,NA,Secondary resources total,2957,3130,3241,3407,3601,3846,3956,4140,4320,4633,4948,5144,5526,5905,6114,6510,6689,6595,6913,7018,7170,7317
NUTS3,UKE22,North Yorkshire CC,D.5,"Current taxes on income, wealth etc",1493,1752,1860,1985,2126,2210,2326,2459,2683,2952,3062,3212,3235,3103,3193,3167,3087,2913,3013,3221,3314,3365
NUTS3,UKE22,North Yorkshire CC,D.61/D.62,Social contributions/Social benefits paid,2501,2613,2436,2713,2786,3043,3263,3515,3697,3828,4092,4136,3893,4284,4127,4193,4161,4122,4188,4374,4230,4259
NUTS3,UKE22,North Yorkshire CC,D.7,"Other current transfers, paid",427,537,527,608,596,611,591,638,617,629,724,694,707,886,912,887,968,863,879,890,909,897
NUTS3,UKE22,North Yorkshire CC,NA,Secondary uses total,4422,4903,4823,5307,5508,5863,6180,6613,6997,7408,7878,8043,7835,8273,8232,8247,8215,7898,8079,8485,8453,8520
NUTS3,UKE22,North Yorkshire CC,NA,Balance of secondary income,-1466,-1773,-1582,-1899,-1907,-2017,-2224,-2473,-2677,-2775,-2930,-2899,-2309,-2368,-2118,-1737,-1527,-1303,-1166,-1468,-1283,-1204
NUTS3,UKE22,North Yorkshire CC,B.6g,Gross Disposable Income,11656,12315,12519,12676,13079,13656,14114,14559,15447,16333,16900,17275,18011,17845,18273,18968,19355,19604,20697,20671,21120,22354
NUTS2,UKE3,South Yorkshire,B.2g,Operating surplus,1139,1198,1273,1291,1300,1286,1306,1364,1404,1415,1511,1491,1300,1224,1277,1351,1301,1367,1421,1468,1524,1603
NUTS2,UKE3,South Yorkshire,B.3g,Mixed income,635,680,789,823,860,938,962,963,1021,1086,1101,1071,1048,1088,1117,1157,1216,1302,1348,1334,1391,1456
NUTS2,UKE3,South Yorkshire,D.1,Compensation of employees,6704,7073,7533,7958,8399,8658,9078,9509,9825,10165,10393,10497,10354,10511,10585,10681,11043,11335,11353,11655,12052,12587
NUTS2,UKE3,South Yorkshire,D.4,"Property income, received",1968,2039,1936,2236,2134,2162,2125,2375,2556,2381,2810,2823,2205,2253,2183,2086,2096,2402,2346,2281,2141,2345
NUTS2,UKE3,South Yorkshire,NA,Primary resources total,10446,10989,11531,12309,12693,13044,13470,14211,14807,15047,15815,15883,14907,15076,15162,15275,15655,16406,16468,16738,17107,17990
NUTS2,UKE3,South Yorkshire,D.4,"Property income, paid",385,430,414,486,453,411,421,567,678,680,870,983,273,201,229,273,198,263,262,270,204,257
NUTS2,UKE3,South Yorkshire,NA,Primary uses total,385,430,414,486,453,411,421,567,678,680,870,983,273,201,229,273,198,263,262,270,204,257
NUTS2,UKE3,South Yorkshire,B.5g,Balance of primary incomes,10061,10559,11117,11823,12239,12633,13049,13644,14129,14367,14945,14900,14634,14875,14933,15001,15457,16143,16206,16468,16903,17733
NUTS2,UKE3,South Yorkshire,D.61/D.62,Imputed social contributions/Social benefits received,2468,2507,2587,2744,2914,3035,3213,3351,3425,3596,3743,3946,4316,4561,4630,4825,4869,4956,5068,5080,5194,5275
NUTS2,UKE3,South Yorkshire,D.7,"Other current transfers, received",271,339,340,399,393,386,352,379,354,364,448,405,386,489,539,570,596,523,530,522,563,575
NUTS2,UKE3,South Yorkshire,NA,Secondary resources total,2738,2845,2928,3143,3307,3421,3565,3730,3779,3961,4191,4350,4702,5050,5169,5394,5465,5480,5598,5601,5757,5850
NUTS2,UKE3,South Yorkshire,D.5,"Current taxes on income, wealth etc",1277,1491,1583,1677,1762,1783,1876,1977,2051,2114,2187,2264,2147,2091,2075,1982,1989,2035,2068,2097,2190,2275
NUTS2,UKE3,South Yorkshire,D.61/D.62,Social contributions/Social benefits paid,2206,2318,2337,2526,2618,2808,2988,3207,3418,3451,3665,3565,3391,3779,3706,3671,3763,3960,3630,3811,3837,4005
NUTS2,UKE3,South Yorkshire,D.7,"Other current transfers, paid",333,411,411,475,475,486,474,518,504,515,590,567,579,709,725,711,773,708,721,731,770,762
NUTS2,UKE3,South Yorkshire,NA,Secondary uses total,3816,4220,4331,4678,4856,5077,5338,5703,5973,6080,6443,6395,6116,6578,6506,6364,6525,6703,6418,6638,6798,7042
NUTS2,UKE3,South Yorkshire,NA,Balance of secondary income,-1078,-1375,-1403,-1535,-1549,-1656,-1773,-1973,-2194,-2119,-2251,-2045,-1415,-1528,-1338,-970,-1060,-1224,-820,-1037,-1041,-1192
NUTS2,UKE3,South Yorkshire,B.6g,Gross Disposable Income,8983,9185,9714,10288,10691,10977,11276,11671,11935,12248,12693,12855,13219,13347,13595,14032,14396,14920,15386,15431,15862,16541
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",B.2g,Operating surplus,1107,1186,1276,1276,1250,1195,1213,1299,1369,1389,1484,1475,1273,1188,1254,1331,1291,1358,1406,1453,1491,1544
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",B.3g,Mixed income,614,661,728,764,805,879,903,913,980,1037,1055,1012,979,1039,1086,1132,1194,1285,1337,1326,1387,1451
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.1,Compensation of employees,6353,6699,7205,7596,8006,8281,8733,8999,9380,9868,10247,10250,10056,10319,10475,10660,11039,11259,11253,11607,11953,12372
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.4,"Property income, received",1913,2018,1914,2218,2109,2110,2091,2327,2521,2322,2742,2733,2140,2246,2154,2085,2091,2378,2319,2283,2197,2369
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",NA,Primary resources total,9986,10564,11123,11855,12170,12465,12941,13537,14250,14616,15528,15470,14448,14792,14969,15209,15615,16280,16315,16670,17028,17736
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.4,"Property income, paid",374,426,415,481,436,382,391,540,661,668,855,972,267,196,225,269,197,261,259,268,200,248
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",NA,Primary uses total,374,426,415,481,436,382,391,540,661,668,855,972,267,196,225,269,197,261,259,268,200,248
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",B.5g,Balance of primary incomes,9612,10138,10708,11374,11734,12083,12550,12997,13589,13948,14673,14498,14180,14596,14743,14939,15418,16019,16056,16403,16828,17488
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.61/D.62,Imputed social contributions/Social benefits received,2495,2537,2635,2833,2998,3138,3323,3458,3549,3731,3854,4070,4462,4736,4826,5029,5088,5208,5353,5341,5481,5630
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.7,"Other current transfers, received",272,341,345,405,398,391,357,385,360,370,459,414,394,502,556,587,615,541,549,541,587,600
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",NA,Secondary resources total,2767,2878,2981,3237,3397,3529,3680,3842,3910,4102,4313,4485,4856,5238,5382,5616,5704,5749,5903,5883,6068,6229
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.5,"Current taxes on income, wealth etc",1197,1394,1500,1581,1639,1667,1771,1813,1909,2031,2126,2202,2069,2029,2033,1966,1985,2001,2038,2089,2177,2248
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.61/D.62,Social contributions/Social benefits paid,2104,2233,2245,2389,2528,2717,2902,3144,3336,3361,3589,3463,3323,3774,3663,3675,3722,3895,3556,3763,3817,3887
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",D.7,"Other current transfers, paid",333,412,415,480,479,490,477,522,509,520,599,575,585,720,741,728,791,724,739,749,793,785
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",NA,Secondary uses total,3635,4039,4159,4450,4647,4874,5150,5478,5754,5912,6315,6240,5977,6524,6438,6368,6499,6620,6333,6601,6786,6919
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",NA,Balance of secondary income,-868,-1161,-1179,-1213,-1250,-1344,-1471,-1636,-1844,-1810,-2002,-1756,-1121,-1286,-1056,-752,-795,-871,-430,-719,-718,-690
NUTS3,UKE31,"Barnsley, Doncaster and Rotherham",B.6g,Gross Disposable Income,8744,8977,9529,10161,10484,10738,11079,11361,11745,12138,12671,12742,13059,13311,13687,14187,14624,15147,15625,15684,16110,16799
NUTS3,UKE32,Sheffield,B.2g,Operating surplus,1186,1215,1269,1312,1373,1419,1443,1460,1457,1454,1549,1515,1340,1277,1310,1378,1314,1380,1443,1489,1571,1687
